Col_ID,Section,Display_to_Users,In_Final_Individual_Dataset,Dropped_or_Not_Displayed_Reason,Manual_Display_Type,Processed_Data_Type,Short_Label,WVS_Variable_Title,Question_Text,Additional_Text,Original_Response_Options_Including_Missing,Processed_Response_Values,Processing_Notes,Missing_Data_Handling,ColLab,Source
Q131,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,How secure do you feel these days?,Secure in neighborhood,Could you tell me how secure do you feel these days in your neighborhood?,,1 = Very Secure; 2 = Quite secure; 3 = Not very secure; 4 = Not at all secure; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Unknown,1 = Very Secure (original 1); 2 = Quite secure (original 2); 3 = Not very secure (original 3); 4 = Not at all secure (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q131-Secure in neighborhood,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q132,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Frequency of robberies in your neighborhood,Frequency in your neighborhood: Robberies,How frequently do the following things occur in your neighborhood? Robberies,,1 = Very Frequently; 2 = Quite frequently; 3 = Not frequently; 4 = Not at all frequently; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very Frequently (original 1); 2 = Quite frequently (original 2); 3 = Not frequently (original 3); 4 = Not at all frequently (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q132-Frequency in your neighborhood: Robberies,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q133,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Frequency of alcohol consumption in the streets,Frequency in your neighborhood: Alcohol consumed in the streets,How frequently do the following things occur in your neighborhood? Alcohol consumed in the streets,,1 = Very Frequently; 2 = Quite frequently; 3 = Not frequently; 4 = Not at all frequently; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very Frequently (original 1); 2 = Quite frequently (original 2); 3 = Not frequently (original 3); 4 = Not at all frequently (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q133-Frequency in your neighborhood: Alcohol consumed in the streets,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q134,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Frequency of police or military interference,Frequency in your neighborhood: Police or military interfere with people's private,life How frequently do the following things occur in your neighborhood? Police or military interfere with people's private life,,1 = Very Frequently; 2 = Quite frequently; 3 = Not frequently; 4 = Not at all frequently; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very Frequently (original 1); 2 = Quite frequently (original 2); 3 = Not frequently (original 3); 4 = Not at all frequently (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q134-Frequency in your neighborhood: Police or military interfere with people's private,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q135,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Frequency of racist behavior in the neighborhood,Frequency in your neighborhood: Racist behavior,How frequently do the following things occur in your neighborhood? Racist behavior,,1 = Very Frequently; 2 = Quite frequently; 3 = Not frequently; 4 = Not at all frequently; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very Frequently (original 1); 2 = Quite frequently (original 2); 3 = Not frequently (original 3); 4 = Not at all frequently (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q135-Frequency in your neighborhood: Racist behavior,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q136,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Frequency of drug sale in the streets,Frequency in your neighborhood: Drug sale in streets,How frequently do the following things occur in your neighborhood? Drug sale in streets,,1 = Very Frequently; 2 = Quite frequently; 3 = Not frequently; 4 = Not at all frequently; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very Frequently (original 1); 2 = Quite frequently (original 2); 3 = Not frequently (original 3); 4 = Not at all frequently (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q136-Frequency in your neighborhood: Drug sale in streets,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q137,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Frequency of street violence and fights,Frequency in your neighborhood: Street violence and fights,How frequently do the following things occur in your neighborhood? Street violence and fights,,1 = Very Frequently; 2 = Quite frequently; 3 = Not frequently; 4 = Not at all frequently; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very Frequently (original 1); 2 = Quite frequently (original 2); 3 = Not frequently (original 3); 4 = Not at all frequently (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q137-Frequency in your neighborhood: Street violence and fights,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q138,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Frequency of sexual harassment in the neighborhood,Frequency in your neighborhood: Sexual harassment,How frequently do the following things occur in your neighborhood? Sexual harassment,,1 = Very Frequently; 2 = Quite frequently; 3 = Not frequently; 4 = Not at all frequently; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very Frequently (original 1); 2 = Quite frequently (original 2); 3 = Not frequently (original 3); 4 = Not at all frequently (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q138-Frequency in your neighborhood: Sexual harassment,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q139,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor,numeric,Didn't carry much money for security reasons,Things done for reasons of security: Didn't carry much money,Which of the following things have you done for reasons of security? Didn't carry much money,,1 = Yes; 2 = No; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,0 = No; 1 = Yes,Custom recode in setup script; all unmatched responses and original negative missing codes are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q139-Things done for reasons of security: Didn't carry much money,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q140,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor,numeric,Preferred not to go out at night for security reasons,Things done for reasons of security: Preferred not to go out at night,Which of the following things have you done for reasons of security? Preferred not to go out at night,,1 = Yes; 2 = No; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,0 = No; 1 = Yes,Custom recode in setup script; all unmatched responses and original negative missing codes are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q140-Things done for reasons of security: Preferred not to go out at night,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q141,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor,numeric,Carried a weapon for security reasons,"Things done for reasons of security: Carried a knife, gun or other weapon","Which of the following things have you done for reasons of security? Carried a knife, gun or other weapon",,1 = Yes; 2 = No; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,0 = No; 1 = Yes,Custom recode in setup script; all unmatched responses and original negative missing codes are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.","Q141-Things done for reasons of security: Carried a knife, gun or other weapon",WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q142,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Worried about losing job,Worries: Losing my job or not finding a job,To what degree are you worried about the following situations? Losing my job or not finding a job,,1 = Very much; 2 = A great deal; 3 = Not much; 4 = Not at all; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very much (original 1); 2 = A great deal (original 2); 3 = Not much (original 3); 4 = Not at all (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q142-Worries: Losing my job or not finding a job,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q143,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Worried about giving children a good education,Worries: Not being able to give one's children a good education,To what degree are you worried about the following situations? Not being able to give one's children a good education,,1 = Very much; 2 = A great deal; 3 = Not much; 4 = Not at all; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very much (original 1); 2 = A great deal (original 2); 3 = Not much (original 3); 4 = Not at all (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q143-Worries: Not being able to give one's children a good education,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q144,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor,numeric,Victim of a crime (respondent),Respondent was victim of a crime during the past year,Have you been the victim of a crime during the past year?,,1 = Yes; 2 = No; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,0 = No; 1 = Yes,Custom recode in setup script; all unmatched responses and original negative missing codes are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q144-Respondent was victim of a crime during the past year,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q145,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor,numeric,Victim of a crime (family),Respondent's family was victim of a crime during last year,And what about your immediate family--has someone in your family been the victim of a crime during the last year?,,1 = Yes; 2 = No; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,0 = No; 1 = Yes,Custom recode in setup script; all unmatched responses and original negative missing codes are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q145-Respondent's family was victim of a crime during last year,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q146,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Worried about war involving my country,Worries: A war involving my country,To what degree are you worried about the following situations? A war involving my country,,1 = Very much; 2 = A great deal; 3 = Not much; 4 = Not at all; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very much (original 1); 2 = A great deal (original 2); 3 = Not much (original 3); 4 = Not at all (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q146-Worries: A war involving my country,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q147,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Worried about a terrorist attack,Worries: A terrorist attack,To what degree are you worried about the following situations? A terrorist attack,,1 = Very much; 2 = A great deal; 3 = Not much; 4 = Not at all; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Very much (original 1); 2 = A great deal (original 2); 3 = Not much (original 3); 4 = Not at all (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q147-Worries: A terrorist attack,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q148,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor_ordered,ordered numeric in indiv_ordinal; ordered factor in intermediate indiv,Worried about a civil war,Worries: A civil war,To what degree are you worried about the following situations? A civil war,,1 = Very much; 2 = A great deal; 3 = Not much; 4 = Not at all; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Unknown,1 = Very much (original 1); 2 = A great deal (original 2); 3 = Not much (original 3); 4 = Not at all (original 4),"Haven labelled values converted to an ordered factor, then ordered factors are converted to ordinal integers with negative missing codes set to NA.","Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q148-Worries: A civil war,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q149,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor,numeric,If had to choose between freedom and equality,Freedom and Equality - Which more important,"Most people consider both freedom and equality to be important, but if you had to choose between them, which one would you consider more important?",,1 = Freedom; 2 = Equality; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,0 = Equality; 0 = Security; 1 = Freedom,Custom recode in setup script; all unmatched responses and original negative missing codes are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q149-Freedom and Equality - Which more important,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q150,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor,numeric,If had to choose between freedom and security,Freedom and security - Which more important,"Most people consider both freedom and security to be important, but if you had to choose between them, which one would you consider more important?",,1 = Freedom; 2 = Security; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,0 = Equality; 0 = Security; 1 = Freedom,Custom recode in setup script; all unmatched responses and original negative missing codes are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q150-Freedom and security - Which more important,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q151,SECURITY,False,False,Not selected for display in Variable_Display_Logical.,factor,numeric,Willingness to fight for your country,Willingness to fight for country,"Of course, we all hope that there will not be another war, but if it were to come to that, would you be willing to fight for your country?",,1 = Yes; 2 = No; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available Index of Postmaterialism (Q152-Q157),0 = No; 1 = Yes,Custom recode in setup script; all unmatched responses and original negative missing codes are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q151-Willingness to fight for country,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q152,POSTMATERIALIST INDEX,False,False,Not selected for display in Variable_Display_Logical.,factor,numeric,Most important goal for the next ten years (first choice),Aims of country: first choice,People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the most important?,,1 = A high level of economic growth; 2 = Strong defence forces; 3 = People have more say about how things are done; 4 = Trying to make our cities and countryside more beautiful; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Unknown,0 = Trying to make our cities and countryside more beautiful; 1 = Seeing that people have more say about how are done at their jobs and in their communities; 2 = Making sure this country has strong defence forces; 3 = A high level of economic growth,Custom recode in setup script; all unmatched responses and original negative missing codes are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q152-Aims of country: first choice,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q153,POSTMATERIALIST INDEX,False,False,Not selected for display in Variable_Display_Logical.,factor,numeric,Next most important goal (second choice),Aims of country: second choice,People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the second most important?,,1 = A high level of economic growth; 2 = Making sure this country has strong defence forces; 3 = Seeing that people have more say about how are done at their jobs and in their communities; 4 = Trying to make our cities and countryside more beautiful; -1 = Don't know; -2 = No second answer; -3 = Not applicable (no first answer); -4 = Not asked,0 = Trying to make our cities and countryside more beautiful; 1 = Seeing that people have more say about how are done at their jobs and in their communities; 2 = Making sure this country has strong defence forces; 3 = A high level of economic growth,Custom recode in setup script; all unmatched responses and original negative missing codes are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q153-Aims of country: second choice,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q154,POSTMATERIALIST INDEX,False,False,Not selected for display in Variable_Display_Logical.,factor,numeric,Most important political goal (first choice),Aims of respondent: first choice,"If you had to choose, which one of the things on this card would you say is most important?",,1 = Maintaining order in the nation; 2 = Giving people more say in important government decisions; 3 = Fighting rising prices; 4 = Protecting freedom of speech; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Unknown,0 = Protecting freedom of speech; 1 = Fighting rising prices; 2 = Giving people more say in important government decisions; 3 = Maintaining order in the nation,Custom recode in setup script; all unmatched responses and original negative missing codes are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q154-Aims of respondent: first choice,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q155,POSTMATERIALIST INDEX,False,False,Not selected for display in Variable_Display_Logical.,factor,numeric,Next most important political goal (second choice),Aims of respondent: second choice,And which would be the next most important?,,1 = Maintaining order in the nation; 2 = Giving people more say in important government decisions; 3 = Fighting rising prices; 4 = Protecting freedom of speech; -1 = Don't know; -2 = No answer; -3 = Not applicable; No first answer; -4 = Not asked; -5 = Missing; Unknown,0 = Protecting freedom of speech; 1 = Fighting rising prices; 2 = Giving people more say in important government decisions; 3 = Maintaining order in the nation,Custom recode in setup script; all unmatched responses and original negative missing codes are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q155-Aims of respondent: second choice,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q156,POSTMATERIALIST INDEX,False,False,Not selected for display in Variable_Display_Logical.,factor,numeric,Most important societal goal (first choice),Most important: first choice,"Here is another list. In your opinion, which one of these is most important?",,1 = A stable economy; 2 = Progress toward a less impersonal and more humane society; 3 = Progress toward a society in which Ideas count more than money; 4 = The fight against crime; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Unknown,0 = The fight against crime; 1 = Progress toward a society in which Ideas count more than money; 2 = Progress toward a less impersonal and more humane society; 3 = A stable economy,Custom recode in setup script; all unmatched responses and original negative missing codes are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q156-Most important: first choice,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q157,POSTMATERIALIST INDEX,False,False,Not selected for display in Variable_Display_Logical.,factor,numeric,Next most important societal goal (second choice),Most important: second choice,"Here is another list. In your opinion, which one of these is most important? And what would be the next most important?",,1 = A stable economy; 2 = Progress toward a less impersonal and more humane society; 3 = Progress toward a society in which Ideas count more than money; 4 = The fight against crime; -1 = Don't know; -2 = No answer; -3 = Not applicable (Not first choice); -4 = Not asked; -5 = Missing; Unknown Perceptions about Science and Technology (Q158-Q163),0 = The fight against crime; 1 = Progress toward a society in which Ideas count more than money; 2 = Progress toward a less impersonal and more humane society; 3 = A stable economy,Custom recode in setup script; all unmatched responses and original negative missing codes are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q157-Most important: second choice,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q158,SCIENCE & TECHNOLOGY,False,False,Not selected for display in Variable_Display_Logical.,integer,integer/numeric,Science and technology make life better,"Science and technology are making our lives healthier, easier, and more","comfortable Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you ""completely disagree"" and a 10 means that you ""completely agree."" Science and technology are making our lives healthier, easier, and more comfortable","For these questions, a 1 means that you ""completely disagree"" and a 10 means that you ""completely agree.""",1 = Completely disagree; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = Completely agree; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Completely disagree; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = Completely agree,Original numeric values retained; all values below 0 are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.","Q158-Science and technology are making our lives healthier, easier, and more",WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q159,SCIENCE & TECHNOLOGY,False,False,Not selected for display in Variable_Display_Logical.,integer,integer/numeric,More opportunities for next generation due to science,"Because of science and technology, there will be more opportunities for the next","generation Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you ""completely disagree"" and a 10 means that you ""completely agree."" Because of science and technology, there will be more opportunities for the next generation","For these questions, a 1 means that you ""completely disagree"" and a 10 means that you ""completely agree.""",1 = Completely disagree; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = Completely agree; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Unknown,1 = Completely disagree; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = Completely agree,Original numeric values retained; all values below 0 are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.","Q159-Because of science and technology, there will be more opportunities for the next",WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q160,SCIENCE & TECHNOLOGY,False,False,Not selected for display in Variable_Display_Logical.,integer,integer/numeric,Dependence on science vs. faith,We depend too much on science and not enough on faith,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you ""completely disagree"" and a 10 means that you ""completely agree."" We depend too much on science and not enough on faith","For these questions, a 1 means that you ""completely disagree"" and a 10 means that you ""completely agree.""",1 = Completely disagree; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = Completely agree; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Unknown,1 = Completely disagree; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = Completely agree,Original numeric values retained; all values below 0 are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q160-We depend too much on science and not enough on faith,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q161,SCIENCE & TECHNOLOGY,False,False,Not selected for display in Variable_Display_Logical.,integer,integer/numeric,Science breaks down people's ideas of right and wrong,One of the bad effects of science is that it breaks down people's ideas of right and,"wrong Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you ""completely disagree"" and a 10 means that you ""completely agree"": One of the bad effects of science is that it breaks down people's ideas of right and wrong","For these questions, a 1 means that you ""completely disagree"" and a 10 means that you ""completely agree.""",1 = Completely disagree; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = Completely agree; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Completely disagree; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = Completely agree,Original numeric values retained; all values below 0 are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q161-One of the bad effects of science is that it breaks down people's ideas of right and,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
Q162,SCIENCE & TECHNOLOGY,False,False,Not selected for display in Variable_Display_Logical.,integer,integer/numeric,Importance of knowing about science in daily life,It is not important for me to know about science in my daily life,"Now, I would like to read some statements and ask how much you agree or disagree with each of these statements. For these questions, a 1 means that you ""completely disagree"" and a 10 means that you ""completely agree"": It is not important for me to know about science in my daily life","For these questions, a 1 means that you ""completely disagree"" and a 10 means that you ""completely agree.""",1 = Completely disagree; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = Completely agree; -1 = Don't know; -2 = No answer; -4 = Not asked; -5 = Missing; Not available,1 = Completely disagree; 2 = 2; 3 = 3; 4 = 4; 5 = 5; 6 = 6; 7 = 7; 8 = 8; 9 = 9; 10 = Completely agree,Original numeric values retained; all values below 0 are set to NA.,"Original negative missing/non-response codes (for example -1 Don't know, -2 No answer/refused, -4 Not asked, -5 Missing) are converted to NA before final output.",Q162-It is not important for me to know about science in my daily life,WVS Wave 7 Variables Report V6.0; Codebook manual coded index.xlsx; WVS_Wave7_Setup.R
